QUOTE;AUTHOR;GENRE
I think that clearly it has an influence, to be coming of age during the punk rock era, to come from a difficult and sporadically violent background, to have been in and out of such chaos, I think it actually helps. But I don't know for sure.;Craig Ferguson;age
I'd date someone younger or older age doesn't matter to me. Or looks, really - it's all about maturity.;Leona Lewis;age
Try to keep your soul young and quivering right up to old age.;George Sand;age
I wanted to be a forest ranger or a coal man. At a very early age, I knew I didn't want to do what my dad did, which was work in an office.;Harrison Ford;age
Parenting is an impossible job at any age.;Harrison Ford;age
Sally Field looks amazing in general, never mind her age! She's a phenomenally talented actress and has had a career spanning so many decades.;Alison Sweeney;age
I've had two romances since moving to Las Vegas. One was with somebody 12 years older than me, and the other was the same age, and neither worked out. I know people still think of me as one of Hugh Hefner's girlfriends, and he of course was much older than me, but that was a whole different lifestyle and a different kind of dating.;Holly Madison;age
From age 16, I lived and breathed wine. I read every magazine and book about wine.;Gary Vaynerchuk;age
IQ is a commodity, data is a commodity. I'm far more interested in watching people interact at a restaurant with their smartphone. We can all read 'Tech Crunch,' 'Ad Age.' I would rather be living in the trenches. I would rather be going to Whole Foods in Columbus Circle to watch people shop with their smartphones.;Gary Vaynerchuk;age
Genius worship is the inevitable sign of an uncreative age.;Clive Bell;age
I appreciate and enjoy my age.;Nikki Giovanni;age
I've been going through photos of my mother, looking back on her life and trying to put it into context. Very few people age gracefully enough to be photographed through their aging.;Jamie Lee Curtis;age
I am rediscovering the whole sexual dimension of life at the age of 86, really. And that also means discovering the feminine. So the whole of this dimension, which I had been seeking for a very long time, is now sort of opening itself up to me.;Bede Griffiths;age
I think all writers of my age who are brought up on films probably by the age of 16 have seen many more films than they have read classics of literature. We can't help but be influenced by film. Film has got some great tricks that it's taught writers.;David Mitchell;age
Some broad themes brought me where I am today. At a very young age, my hobby became thinking and finding connections.;Dean Kamen;age
I think you have to be a little bit strict. You can't be friend and their parent in a lot of situations, especially in this day and age where it's so dangerous for kids. So there's a bit of sternness, I guess, in the way I raise my kids.;Tim McGraw;age
In the 1970s and 1980s there was so little decent fiction for young people, but we're now in a golden age that shows no sign of fading. Philip Pullman, J. K. Rowling, Lemony Snicket are only three of the best known among a good number of equals.;David Mitchell;age
I want to sell to people my own age, because that's the way I write songs.;John Mellencamp;age
You get to a certain age and you just want to prove that you can still rock - that you've still got it.;Jarvis Cocker;age
I always thought that I might retire from any form of sexuality by the age of 40 and just become a dignified older person.;Jarvis Cocker;age
It's only at this age that I can say the word 'art' without flinching.;Mira Nair;age
Well, once you've resigned yourself to the fact that you are the more mature pop performer and you're past the age you ever thought you would do it, you might as well do it as long as you can. As long as I can still lift a microphone, then I'll do it, you know.;Jarvis Cocker;age
I hope to have one more boxing match at the age of 55. Given that demographic at the age of 55 to 65, you've got to make a statement with your life. Otherwise, you are just existing.;George Foreman;age
I think it's hard, the fact that there's a certain age that we can't have kids anymore.;Courteney Cox;age
